"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-195721","R-HSA-195721","Signaling by WNT","31/324","331/11146",0.0936555891238671,3.22186789004513,7.10031709433847,8.14639531155042e-09,1.35856807964933e-07,8.45642007239485e-08,"H2BC21/SOX4/MYC/UBB/UBC/H4C16/WNT5A/H2AC8/H3-3A/GNG11/GNGT1/CALM2/H2BC5/H3-3B/H4C4/FRAT2/H2BC4/H4C2/H2AJ/H4C5/H2BC11/RPS27A/H2AC4/H2BC10/PFN1/H2BC9/PSMB5/GNG5/PSMB10/H2BC13/YWHAZ",31
"R-HSA-3214815","R-HSA-3214815","HDACs deacetylate histones","16/324","94/11146",0.170212765957447,5.8555292881534,8.17972764482257,1.05763660438711e-08,1.73708799872065e-07,1.0812520947562e-07,"H2BC21/H4C16/H2AC8/SAP18/H2BC5/H4C4/H2BC4/SAP30/H4C2/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2AC13/H2BC13",16
"R-HSA-1912422","R-HSA-1912422","Pre-NOTCH Expression and Processing","17/324","108/11146",0.157407407407407,5.41500914494742,7.97732098281202,1.24478291285864e-08,2.01394727990861e-07,1.2535834204908e-07,"H2BC21/H4C16/H2AC8/H3-3A/JUN/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",17
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","25/324","235/11146",0.106382978723404,3.65970580509588,7.13007390006753,1.98104741416569e-08,3.15802264258178e-07,1.96571422984553e-07,"H2BC21/MYC/UBB/UBC/H4C16/H2AC8/H3-3A/JUN/HES1/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/RPS27A/H2AC4/H2BC10/H2BC9/PSMB5/PSMB10/H2BC13/YWHAZ",25
"R-HSA-157579","R-HSA-157579","Telomere Maintenance","17/324","112/11146",0.151785714285714,5.22161596119929,7.76926654661959,2.1853220123508e-08,3.43317255273662e-07,2.13698155593724e-07,"H2BC21/RPA3/H4C16/H2AC8/H3-3A/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",17
"R-HSA-1221632","R-HSA-1221632","Meiotic synapsis","14/324","78/11146",0.179487179487179,6.17458056346945,7.93499496879248,4.43643904556746e-08,6.87014275056447e-07,4.27632695971239e-07,"H2BC21/H4C16/H2AC8/H2BC5/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",14
"R-HSA-73884","R-HSA-73884","Base Excision Repair","15/324","91/11146",0.164835164835165,5.67053317053317,7.74045624897633,4.81092536320721e-08,7.34513111791072e-07,4.57198392559795e-07,"H2BC21/RPA3/H4C16/H2AC8/H2BC5/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",15
"R-HSA-9843940","R-HSA-9843940","Regulation of endogenous retroelements by KRAB-ZFP proteins","16/324","107/11146",0.149532710280374,5.14410984192916,7.45275864513594,7.09478925889587e-08,1.06815993842266e-06,6.64877180548575e-07,"H2BC21/H4C16/H2AC8/H3-3A/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",16
"R-HSA-211000","R-HSA-211000","Gene Silencing by RNA","18/324","137/11146",0.131386861313869,4.5198702351987,7.17252015576029,8.35455984303732e-08,1.24059491367842e-06,7.72209496667184e-07,"H2BC21/MYBL1/H4C16/H2AC8/H3-3A/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/RAN/H2BC10/H2BC9/H2BC13",18
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","24/324","236/11146",0.101694915254237,3.49843063402385,6.71227435194581,9.12706479917768e-08,1.33699165436603e-06,8.32211740579359e-07,"H2BC21/UBB/UBC/H4C16/H2AC8/CBX8/H3-3A/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/RPS27A/H2AC4/H2BC10/ELF1/H2BC9/PSMB5/PSMB10/PRMT6/H2BC13",24
"R-HSA-73854","R-HSA-73854","RNA Polymerase I Promoter Clearance","16/324","109/11146",0.146788990825688,5.04972250538,7.35142904718046,9.26070185044642e-08,1.33848010745119e-06,8.33138229633145e-07,"H2BC21/H4C16/H2AC8/H3-3A/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",16
"R-HSA-8866654","R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins","12/324","59/11146",0.203389830508475,6.99686126804771,7.99101159286477,9.75617757505265e-08,1.39153901202067e-06,8.66164795790686e-07,"UBB/UBC/RRAGA/H2BC5/UBE2E1/H2BC4/UBE2D3/H2BC11/RPS27A/H2BC10/H2BC9/H2BC13",12
"R-HSA-73864","R-HSA-73864","RNA Polymerase I Transcription","16/324","111/11146",0.144144144144144,4.95873651429207,7.25254937743595,1.20125395753109e-07,1.69111596099183e-06,1.0526367556766e-06,"H2BC21/H4C16/H2AC8/H3-3A/H2BC5/H3-3B/H4C4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",16
"R-HSA-1474165","R-HSA-1474165","Reproduction","19/324","156/11146",0.121794871794872,4.18989395378284,6.94222164151544,1.24547259942094e-07,1.73088756124653e-06,1.07739262648964e-06,"H2BC21/RPA3/H4C16/H2AC8/H3-3A/H2BC5/H3-3B/H4C4/CDK4/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13/MND1",19
"R-HSA-5693567","R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","17/324","134/11146",0.126865671641791,4.36433572876359,6.77918369776976,3.2134136407759e-07,4.40929162860896e-06,2.74456781310773e-06,"H2BC21/UBB/UBC/RPA3/H4C16/BABAM2/H2BC5/H4C4/H2BC4/H4C2/H4C5/H2BC11/RPS27A/H2BC10/H2BC9/CHEK1/H2BC13",17
"R-HSA-8852135","R-HSA-8852135","Protein ubiquitination","13/324","79/11146",0.164556962025316,5.66096265041413,7.193379786516,3.90287718678429e-07,5.28839858809271e-06,3.29176878516938e-06,"UBB/UBC/RRAGA/H2BC5/UCHL3/UBE2E1/H2BC4/UBE2D3/H2BC11/RPS27A/H2BC10/H2BC9/H2BC13",13
"R-HSA-73894","R-HSA-73894","DNA Repair","28/324","335/11146",0.0835820895522388,2.87532706836189,6.03011047604892,4.82983151049953e-07,6.46362636713764e-06,4.02329044604314e-06,"H2BC21/UBB/UBC/RPA3/H4C16/COPS4/H2AC8/BABAM2/USP1/H2BC5/H4C4/ACTB/H2BC4/H4C2/H2AJ/H4C5/H2BC11/RPS27A/INO80C/H2AC4/H2BC10/DDB2/H2BC9/PMS2/CHEK1/ALKBH2/FANCF/H2BC13",28
"R-HSA-156842","R-HSA-156842","Eukaryotic Translation Elongation","14/324","94/11146",0.148936170212766,5.12358812713423,6.94668403744913,4.96321081128331e-07,6.55401504143211e-06,4.07955296325304e-06,"RPL41/EEF1B2/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/EEF1A1/RPS27L",14
"R-HSA-5693571","R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","12/324","68/11146",0.176470588235294,6.07080610021787,7.25704066682534,5.01829564980503e-07,6.55401504143211e-06,4.07955296325304e-06,"H2BC21/H4C16/BABAM2/H2BC5/H4C4/H2BC4/H4C2/H4C5/H2BC11/H2BC10/H2BC9/H2BC13",12
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","26/324","297/11146",0.0875420875420875,3.0115558880991,6.07958941339732,5.19762484976081e-07,6.70741111564371e-06,4.17503449711364e-06,"H2BC21/MYC/UBB/UBC/TAF10/H2AC8/BABAM2/H2BC5/UCHL3/ACTB/CDK1/SMAD7/H2BC4/YOD1/H2BC11/RPS27A/INO80C/H2AC4/H2BC10/DDB2/H2BC9/PSMB5/PSMB10/H2AC13/H2BC13/SMAD1",26
"R-HSA-5693538","R-HSA-5693538","Homology Directed Repair","17/324","140/11146",0.121428571428571,4.17729276895944,6.5458383276394,6.05690238857649e-07,7.72433198731402e-06,4.80801787130345e-06,"H2BC21/UBB/UBC/RPA3/H4C16/BABAM2/H2BC5/H4C4/H2BC4/H4C2/H4C5/H2BC11/RPS27A/H2BC10/H2BC9/CHEK1/H2BC13",17
"R-HSA-3214847","R-HSA-3214847","HATs acetylate histones","17/324","141/11146",0.120567375886525,4.14766657910866,6.50821711279778,6.7081730803024e-07,8.45541816168348e-06,5.26308316337067e-06,"H2BC21/H4C16/TAF10/H2AC8/H2BC5/H4C4/ACTB/H2BC4/H4C2/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/MSL2/H2AC13/H2BC13",17
"R-HSA-9842860","R-HSA-9842860","Regulation of endogenous retroelements","17/324","142/11146",0.119718309859155,4.11845765953747,6.47094204023335,7.42231278717875e-07,9.24803110494456e-06,5.75644585188334e-06,"H2BC21/H4C16/H2AC8/H3-3A/H2BC5/H3-3B/H4C4/ACTB/H2BC4/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",17
"R-HSA-3247509","R-HSA-3247509","Chromatin modifying enzymes","24/324","270/11146",0.0888888888888889,3.05788751714678,5.92280851582139,1.09966640144465e-06,1.33936896535505e-05,8.3369150008991e-06,"H2BC21/ARID5B/H4C16/TAF10/H2AC8/SAP18/MECOM/H2BC5/H4C4/ACTB/CDK4/H2BC4/SAP30/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/MSL2/PRMT6/H2AC13/H2BC13",24
"R-HSA-4839726","R-HSA-4839726","Chromatin organization","24/324","270/11146",0.0888888888888889,3.05788751714678,5.92280851582139,1.09966640144465e-06,1.33936896535505e-05,8.3369150008991e-06,"H2BC21/ARID5B/H4C16/TAF10/H2AC8/SAP18/MECOM/H2BC5/H4C4/ACTB/CDK4/H2BC4/SAP30/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/MSL2/PRMT6/H2AC13/H2BC13",24
"R-HSA-9633012","R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency","14/324","102/11146",0.137254901960784,4.72173807794723,6.53343341612632,1.37293986376283e-06,1.65362979146545e-05,1.02930345341751e-05,"CEBPB/RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/ATF4/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",14
"R-HSA-450531","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","13/324","88/11146",0.147727272727273,5.08200056116723,6.65173409843646,1.40314362764973e-06,1.67143702458495e-05,1.04038758279176e-05,"ZFP36L1/UBB/UBC/HSPA1B/HSPB1/EXOSC6/HSPA8/PABPC1/RPS27A/PSMB5/PSMB10/EXOSC9/YWHAZ",13
"R-HSA-9609690","R-HSA-9609690","HCMV Early Events","16/324","135/11146",0.118518518518519,4.0771833561957,6.22394368444185,1.80627751004694e-06,2.12458887729821e-05,1.32245238915144e-05,"H2BC21/H4C16/H2AC8/DYNLL1/H2BC5/H4C4/H2BC4/H4C2/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2AC13/H2BC13/TUBA1B",16
"R-HSA-156902","R-HSA-156902","Peptide chain elongation","13/324","90/11146",0.144444444444444,4.96906721536351,6.54138137517772,1.82275614011747e-06,2.12458887729821e-05,1.32245238915144e-05,"RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/EEF1A1/RPS27L",13
"R-HSA-975956","R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","13/324","96/11146",0.135416666666667,4.65850051440329,6.22897194240898,3.82733219926676e-06,4.41364691915443e-05,2.74727876789473e-05,"RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",13
"R-HSA-376176","R-HSA-376176","Signaling by ROBO receptors","20/324","219/11146",0.091324200913242,3.14166525734258,5.53836984631207,5.86817411471706e-06,6.62614660453467e-05,4.12445132405004e-05,"UBB/UBC/RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/RPLP1/PFN2/RPS27A/PFN1/RPL39/PSMB5/PSMB10/RPL21/CAP1/RPL27/RPL36A/RPS27L",20
"R-HSA-5689880","R-HSA-5689880","Ub-specific processing proteases","20/324","219/11146",0.091324200913242,3.14166525734258,5.53836984631207,5.86817411471706e-06,6.62614660453467e-05,4.12445132405004e-05,"H2BC21/MYC/UBB/UBC/TAF10/H2AC8/H2BC5/SMAD7/H2BC4/H2BC11/RPS27A/H2AC4/H2BC10/DDB2/H2BC9/PSMB5/PSMB10/H2AC13/H2BC13/SMAD1",20
"R-HSA-927802","R-HSA-927802","Nonsense-Mediated Decay (NMD)","14/324","116/11146",0.120689655172414,4.15187313750532,5.90430445804998,6.47800040785204e-06,7.09308327486021e-05,4.41509650338454e-05,"RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/PNRC2/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",14
"R-HSA-9610379","R-HSA-9610379","HCMV Late Events","14/324","116/11146",0.120689655172414,4.15187313750532,5.90430445804998,6.47800040785204e-06,7.09308327486021e-05,4.41509650338454e-05,"H2BC21/H4C16/H2AC8/H2BC5/H4C4/H2BC4/H4C2/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2AC13/H2BC13",14
"R-HSA-975957","R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","14/324","116/11146",0.120689655172414,4.15187313750532,5.90430445804998,6.47800040785204e-06,7.09308327486021e-05,4.41509650338454e-05,"RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/PNRC2/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",14
"R-HSA-453279","R-HSA-453279","Mitotic G1 phase and G1/S transition","16/324","149/11146",0.10738255033557,3.69409230259342,5.72831998102629,6.63294863511598e-06,7.19011632046573e-05,4.47549481590457e-05,"GMNN/MYC/UBB/UBC/RPA3/CDKN1B/CDKN2B/CDK1/CDK4/CDKN1C/RPS27A/PSMB5/PSMB10/CDC7/LIN37/LIN9",16
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","17/324","170/11146",0.1,3.44012345679012,5.54718931814856,8.97105033504e-06,9.62833521107263e-05,5.99316650834876e-05,"H2BC21/UBB/UBC/RPA3/H4C16/BABAM2/H2BC5/H4C4/H2BC4/H4C2/H4C5/H2BC11/RPS27A/H2BC10/H2BC9/CHEK1/H2BC13",17
"R-HSA-9010553","R-HSA-9010553","Regulation of expression of SLITs and ROBOs","17/324","172/11146",0.0988372093023256,3.40012202124605,5.48875497640829,1.04871318336967e-05,0.000111451479487521,6.93730805510791e-05,"UBB/UBC/RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/RPLP1/RPS27A/RPL39/PSMB5/PSMB10/RPL21/RPL27/RPL36A/RPS27L",17
"R-HSA-192823","R-HSA-192823","Viral mRNA Translation","12/324","90/11146",0.133333333333333,4.58683127572016,5.9114220117212,1.06441803533561e-05,0.000112022247602311,6.97283557128386e-05,"RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",12
"R-HSA-9711097","R-HSA-9711097","Cellular response to starvation","16/324","157/11146",0.101910828025478,3.5058582999135,5.47124326861314,1.29702162146845e-05,0.000135189561314596,8.41488724049876e-05,"CEBPB/RPL41/RPL27A/RRAGA/RPL7/RPS26/RPS25/RPLP1/ATF4/RPS27A/RPL39/RPL21/RPL27/CASTOR1/RPL36A/RPS27L",16
"R-HSA-9609646","R-HSA-9609646","HCMV Infection","16/324","160/11146",0.1,3.44012345679012,5.37911427349446,1.64781427258617e-05,0.000169442598527474,0.000105469708347359,"H2BC21/H4C16/H2AC8/DYNLL1/H2BC5/H4C4/H2BC4/H4C2/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2AC13/H2BC13/TUBA1B",16
"R-HSA-2408557","R-HSA-2408557","Selenocysteine synthesis","12/324","94/11146",0.127659574468085,4.39164696611505,5.71364043007569,1.67254225483761e-05,0.000169442598527474,0.000105469708347359,"RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",12
"R-HSA-72764","R-HSA-72764","Eukaryotic Translation Termination","12/324","94/11146",0.127659574468085,4.39164696611505,5.71364043007569,1.67254225483761e-05,0.000169442598527474,0.000105469708347359,"RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",12
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","26/324","359/11146",0.0724233983286908,2.49145431410984,4.97010560030917,1.70450467736679e-05,0.000171081765765333,0.000106490009570381,"UBB/UBC/RPA3/SETD9/TAF10/SGK1/GADD45A/PERP/RRAGA/JUN/COX7A2/PMAIP1/TXNRD1/CDKN1B/TP53I3/NPM1/GTF2F2/CDK1/RPS27A/DDB2/PMS2/CHEK1/NDUFA4/PLK2/SFN/YWHAZ",26
"R-HSA-156827","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","13/324","112/11146",0.116071428571429,3.99300044091711,5.50817943018887,2.12201528798873e-05,0.000211033446988971,0.000131357971955652,"RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",13
"R-HSA-69206","R-HSA-69206","G1/S Transition","14/324","131/11146",0.106870229007634,3.67646781641693,5.33168151660262,2.64560359537113e-05,0.000260712208852937,0.00016228056503664,"GMNN/MYC/UBB/UBC/RPA3/CDKN1B/CDK1/CDK4/RPS27A/PSMB5/PSMB10/CDC7/LIN37/LIN9",14
"R-HSA-6791226","R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","17/324","185/11146",0.0918918918918919,3.16119452786119,5.12877221705194,2.72770530341185e-05,0.000266381310711571,0.000165809302938548,"RPL41/RPL27A/EXOSC6/IMP3/RPL7/RPS26/RPS25/RPLP1/UTP3/RPS27A/RPL39/WDR12/RPL21/EXOSC9/RPL27/RPL36A/RPS27L",17
"R-HSA-9613829","R-HSA-9613829","Chaperone Mediated Autophagy","6/324","22/11146",0.272727272727273,9.38215488215488,6.80918773683453,2.89865526321904e-05,0.0002805484201187,0.000174627633808591,"UBB/UBC/VIM/HSPA8/RPS27A/EEF1A1",6
"R-HSA-450408","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","9/324","56/11146",0.160714285714286,5.52876984126984,5.87851007559464,3.01385692831151e-05,0.000289116894715901,0.000179961089058936,"UBB/UBC/HSPA1B/HSPB1/HSPA8/PABPC1/RPS27A/PSMB5/PSMB10",9
"R-HSA-174048","R-HSA-174048","APC/C:Cdc20 mediated degradation of Cyclin B","6/324","23/11146",0.260869565217391,8.97423510466989,6.62370164335377,3.82646742630814e-05,0.000359205584228853,0.000223587861226155,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A",6
"R-HSA-5689603","R-HSA-5689603","UCH proteinases","12/324","102/11146",0.117647058823529,4.04720406681191,5.34930305650253,3.84389739580692e-05,0.000359205584228853,0.000223587861226155,"UBB/UBC/H2AC8/UCHL3/ACTB/SMAD7/RPS27A/INO80C/H2AC4/PSMB5/PSMB10/H2AC13",12
"R-HSA-72689","R-HSA-72689","Formation of a pool of free 40S subunits","12/324","102/11146",0.117647058823529,4.04720406681191,5.34930305650253,3.84389739580692e-05,0.000359205584228853,0.000223587861226155,"RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",12
"R-HSA-2408522","R-HSA-2408522","Selenoamino acid metabolism","13/324","119/11146",0.109243697478992,3.75811806203963,5.23379155931112,4.06425558325869e-05,0.000376551542927557,0.000234384869893731,"RPL41/RPL27A/TXNRD1/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",13
"R-HSA-72613","R-HSA-72613","Eukaryotic Translation Initiation","13/324","120/11146",0.108333333333333,3.72680041152263,5.19629449755294,4.44083437553304e-05,0.000404526425468724,0.000251797862425182,"RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",13
"R-HSA-72737","R-HSA-72737","Cap-dependent Translation Initiation","13/324","120/11146",0.108333333333333,3.72680041152263,5.19629449755294,4.44083437553304e-05,0.000404526425468724,0.000251797862425182,"RPL41/RPL27A/RPL7/RPS26/RPS25/PABPC1/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",13
"R-HSA-212165","R-HSA-212165","Epigenetic regulation of gene expression","20/324","254/11146",0.078740157480315,2.7087586273938,4.76653228532652,5.13064775531633e-05,0.000462586427639808,0.000287937366592656,"H2BC21/H4C16/H2AC8/H3-3A/SAP18/H2BC5/H3-3B/H4C4/ACTB/PAGR1/H2BC4/SAP30/H4C2/H2AJ/H4C5/H2BC11/H2AC4/H2BC10/H2BC9/H2BC13",20
"R-HSA-168255","R-HSA-168255","Influenza Infection","15/324","157/11146",0.0955414012738854,3.28674215616891,4.99282925511986,5.16355698749232e-05,0.000462586427639808,0.000287937366592656,"RPL41/RPL27A/HSPA1B/RPL7/RPS26/RPS25/GTF2F2/RPLP1/RPS27A/RAN/RPL39/RPL21/RPL27/RPL36A/RPS27L",15
"R-HSA-8868773","R-HSA-8868773","rRNA processing in the nucleus and cytosol","17/324","195/11146",0.0871794871794872,2.99908198797088,4.87281360477203,5.34162449619889e-05,0.000474616471629475,0.000295425479039127,"RPL41/RPL27A/EXOSC6/IMP3/RPL7/RPS26/RPS25/RPLP1/UTP3/RPS27A/RPL39/WDR12/RPL21/EXOSC9/RPL27/RPL36A/RPS27L",17
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","7/324","36/11146",0.194444444444444,6.68912894375857,5.91559965257433,6.63719256506316e-05,0.000584936320368168,0.000364094174942703,"MYC/UBB/UBC/JUNB/CDKN2B/SMAD7/RPS27A",7
"R-HSA-5689901","R-HSA-5689901","Metalloprotease DUBs","7/324","37/11146",0.189189189189189,6.50834167500834,5.80688234143225,7.9841256220959e-05,0.000697967110834835,0.000434450299131025,"UBB/UBC/H2AC8/BABAM2/RPS27A/H2AC4/H2AC13",7
"R-HSA-3214858","R-HSA-3214858","RMTs methylate histone arginines","10/324","78/11146",0.128205128205128,4.41041468819247,5.22972307810759,8.16812046269245e-05,0.00070833940652469,0.000440906544554599,"H4C16/H2AC8/H4C4/CDK4/H4C2/H2AJ/H4C5/H2AC4/PRMT6/H2AC13",10
"R-HSA-5696394","R-HSA-5696394","DNA Damage Recognition in GG-NER","7/324","38/11146",0.184210526315789,6.33706952566602,5.70210880225355,9.54588100615068e-05,0.000821248810370423,0.000511187111524025,"UBB/UBC/COPS4/ACTB/RPS27A/INO80C/DDB2",7
"R-HSA-72312","R-HSA-72312","rRNA processing","17/324","205/11146",0.0829268292682927,2.85278530563083,4.63267992898164,9.96389735045418e-05,0.000847523067626962,0.00052754154821216,"RPL41/RPL27A/EXOSC6/IMP3/RPL7/RPS26/RPS25/RPLP1/UTP3/RPS27A/RPL39/WDR12/RPL21/EXOSC9/RPL27/RPL36A/RPS27L",17
"R-HSA-2173793","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","8/324","51/11146",0.156862745098039,5.39627208908255,5.44458490710262,0.000100076524590638,0.000847523067626962,0.00052754154821216,"MYC/UBB/UBC/JUNB/CDKN2B/SMAD7/UBE2D3/RPS27A",8
"R-HSA-9692914","R-HSA-9692914","SARS-CoV-1-host interactions","11/324","96/11146",0.114583333333333,3.94180812757202,5.00872972805514,0.000102830509960883,0.000864095137965869,0.000537856849326201,"HNRNPA1/UBB/UBC/RPS26/NPM1/RPS25/RPS27A/SFN/EEF1A1/RPS27L/YWHAZ",11
"R-HSA-1799339","R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane","12/324","113/11146",0.106194690265487,3.65322844968863,4.90485117993995,0.000105699597190681,0.000874643995074034,0.00054442299557434,"RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",12
"R-HSA-72706","R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","12/324","113/11146",0.106194690265487,3.65322844968863,4.90485117993995,0.000105699597190681,0.000874643995074034,0.00054442299557434,"RPL41/RPL27A/RPL7/RPS26/RPS25/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",12
"R-HSA-72163","R-HSA-72163","mRNA Splicing - Major Pathway","17/324","207/11146",0.0821256038647343,2.82522216258126,4.58638883769016,0.000112263145983075,0.000921918562467071,0.000573849095495623,"HNRNPA1/SRSF8/SRSF2/SNRPG/HNRNPA2B1/SNRPD2/SAP18/HSPA8/HNRNPH1/GTF2F2/BUD31/DDX5/SRSF5/CWC22/SRSF7/TRA2B/RNF113A",17
"R-HSA-72766","R-HSA-72766","Translation","21/324","292/11146",0.0719178082191781,2.47406139015728,4.41642505221621,0.000123151815995439,0.00100373359803801,0.00062477494303978,"RPL41/EEF1B2/RPL27A/MRPS28/TARS1/MARS2/RPL7/RPS26/RPS25/PABPC1/MRPL18/RPLP1/RPS27A/SARS2/RPL39/MRPL24/RPL21/RPL27/RPL36A/EEF1A1/RPS27L",21
"R-HSA-69202","R-HSA-69202","Cyclin E associated events during G1/S transition","10/324","83/11146",0.120481927710843,4.14472705637364,4.97558699425412,0.000138883771201983,0.00112350752226082,0.000699328337317135,"MYC/UBB/UBC/CDKN1B/CDK4/RPS27A/PSMB5/PSMB10/LIN37/LIN9",10
"R-HSA-8848021","R-HSA-8848021","Signaling by PTK6","8/324","54/11146",0.148148148148148,5.09647919524463,5.22109360873034,0.000151604926850322,0.0012083804463658,0.000752157570519013,"UBB/UBC/NR3C1/CDKN1B/SFPQ/CDK4/RASA1/RPS27A",8
"R-HSA-9006927","R-HSA-9006927","Signaling by Non-Receptor Tyrosine Kinases","8/324","54/11146",0.148148148148148,5.09647919524463,5.22109360873034,0.000151604926850322,0.0012083804463658,0.000752157570519013,"UBB/UBC/NR3C1/CDKN1B/SFPQ/CDK4/RASA1/RPS27A",8
"R-HSA-168273","R-HSA-168273","Influenza Viral RNA Transcription and Replication","13/324","136/11146",0.0955882352941176,3.28835330428468,4.64576939301669,0.000161746450149265,0.00127980402891827,0.000796615248141979,"RPL41/RPL27A/RPL7/RPS26/RPS25/GTF2F2/RPLP1/RPS27A/RPL39/RPL21/RPL27/RPL36A/RPS27L",13
"R-HSA-69656","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","10/324","85/11146",0.117647058823529,4.04720406681191,4.87946921868378,0.000169743088234081,0.00133334425830249,0.000829941415393179,"MYC/UBB/UBC/CDKN1B/CDK4/RPS27A/PSMB5/PSMB10/LIN37/LIN9",10
